",,Gent schoon geprent. Impressies van een stad doorheen de geschiedenis,,""118-119, + afb."",,,,,Van Acker, Daniël,,";;;;;;;;;;;;;;
,,Gent. 1350 jaar Gentenaars en hun haven,,p. 66,,,,,Capiteyn, André,,;;;;;;;;;;;;;;
,,Historische atlas van Gent:  een visie op verleden en toekomst,,p.43,,,,,,,,;;;;;;;;;;;;;;
"A65.02.043.14-29,,25 jaar aanwinsten,,""p.38, nr.92.5"",Schoteltje,,,,Van den Kerkhove, André,,";;;;;;;;;;;;;;
A65.02.130.1-2,http://stamgent.be/collectie/work/id/A65_02_130_1-2,expositions d' art à Gand 1792-1892 : Essai historique. Salon de 1892,http://openlibrary.org/works/OL13798277W,p.96,Fredegonde en Pretextatus,,,,Claeys, Prosper,STAM - Stadsmuseum Gent,https://creativecommons.org/publicdomain/zero/1.0/;;;;;;;;;;;;;;
",,25 jaar aanwinsten,,""p.29, nr.57"",,,,,Van den Kerkhove, André,,";;;;;;;;;;;;;;
A70.1.1-2,,25 jaar aanwinsten,,p. 92; nr. 314,Busteportret van Jozef II van Oostenrijk,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
A72.2.02,,25 jaar aanwinsten,,p. 99; nr. 342,Stéphanie d'Huyvetter,en-GB,1,,Van den Kerkhove, André,,;;;;;;;;;;;;;
A66.4.0-2,,25 jaar aanwinsten,,p. 66;" nr. 202,Twee draken,,,""Verslag over het Bestuur en de toestand der  Stad Gent in 1966, Gent, 1967, p.268"",Van den Kerkhove, André,,";;;;;;;;;;;;;
"A65.02.060,,Catalogus van de schilderijen. : Stad Gent - Oudheidkundig Museum - Abdij van de Bijloke.,,""p. 233, nr. 203"",Meisje spelend met een hond,,,,De Schryver, A.,,";;;;;;;;;;;;;;
",,25 jaar aanwinsten,,""p.16, nr. 19"",,,,,Van den Kerkhove, André,,";;;;;;;;;;;;;;
A72.2.13,,Allgemeines lexikon der bildenden Künstler von der Antike bis zur Gegenwart... unter Mitwirkung von... Fachgelehrten....(van Band 1-37),,dl. 22; p. 498,Le Midi,en-GB,1,,Thieme, Ulrich,,;;;;;;;;;;;;;
,,Allgemeines lexikon der bildenden Künstler von der Antike bis zur Gegenwart... unter Mitwirkung von... Fachgelehrten....(van Band 1-37),,dl. 26; p. 258-259,,,,,Thieme, Ulrich,,;;;;;;;;;;;;;
,,25 jaar aanwinsten,,p. 97; nr 329,,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
"A65.02.090,,""koning drinkt. Het wijnglas in West - Europa vanaf de renaissance. : Brussel, De Tinne Pot, 18 december tot 14 januari 1973"",,nr. 53,Herdenkingsglas,,,,5267/,,,";;;;;;;;;;;;;;
,,Glas. : Van drinkbeker tot kunstobjekt.,,nr.131,,,,,5291/,,,;;;;;;;;;;;;;;
",,25 jaar aanwinsten,,""p.43, nr.114"",,,,,Van den Kerkhove, André,,";;;;;;;;;;;;;;
"A65.02.057,,Catalogus van de schilderijen. : Stad Gent - Oudheidkundig Museum - Abdij van de Bijloke.,,""p. 227-228, nr. 195"",Landschap,,,,De Schryver, A.,,";;;;;;;;;;;;;;
",,25 jaar aanwinsten,,""p. 12, nr. 4"",,,,,Van den Kerkhove, André,,";;;;;;;;;;;;;;
"N.00094.0-2,http://stamgent.be/collectie/work/id/N_00094_0-2,Gentse penningen 1780 - 1980.,http://openlibrary.org/works/OL1525332M,""p. 154, nr. G13.2"",""Gedenkpenning 50 jarig jubelfeest van de Société des Beaux-Arts et de Littérature, 1858"",,,,Eloy, A.,STAM - Stadsmuseum Gent,https://creativecommons.org/publicdomain/zero/1.0/";;;;;;;;;;;;;;
,,Médailles Gantoises Modernes 1792-1892,,p. 240,,,,,Claeys, P.,,;;;;;;;;;;;;;;
,,25 jaar aanwinsten,,p. 74,,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;;
A72.2.40.0-5,,25 jaar aanwinsten,,p. 102; nr. 350,Open bibliotheekkast,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
"A65.02.043.7-29,,25 jaar aanwinsten,,""p.38, nr.93"",Bord,,,,Van den Kerkhove, André,,";;;;;;;;;;;;;;
A72.3.3.7-16,,25 jaar aanwinsten,,p. 104; nr. 364,Theekop,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
A67.2.14.j.0-2,,25 jaar aanwinsten,,p. 75; nr 241,Argantan- of Alençon-naaldkant,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
"A65.02.004,,Allgemeines lexikon der bildenden Künstler von der Antike bis zur Gegenwart... unter Mitwirkung von... Fachgelehrten....(van Band 1-37),,""dl III, p.125"",Triomf van Mordechaï,,,,Thieme, Ulrich,,";;;;;;;;;;;;;;
",,25 jaar aanwinsten,,""p.26, nr.46"",,,,,Van den Kerkhove, André,,";;;;;;;;;;;;;;
A67.2.01,,25 jaar aanwinsten,,p. 81; nr. 277,Doos,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
A66.1.2-2,,25 jaar aanwinsten,,p. 66; nr. 203,Brevet van de Association Philantropique des Anciens Frères d'armes de l'Empire Français,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
"A65.02.043.18-29,,25 jaar aanwinsten,,""p.38, nr.92.5"",Schoteltje,,,,Van den Kerkhove, André,,";;;;;;;;;;;;;;
"A77.1,,25 jaar aanwinsten,,""p.114, nr. 387"",Druivenbeker,,,""Procès-verbaux des séances de la commission du 31 1884 octobre au 20 avril 1897, f°38-39v"",Van den Kerkhove, André,,";;;;;;;;;;;;;;
",,wijn in Gent tot Gent in wording = De Gentse wijnhandel tussen 1303-1795 en de wordingsgeschiedenis van Gent,,""p.226, afb."",,,,,De Buck, Ronald,,";;;;;;;;;;;;;;
A65.02.076.5-16,,25 jaar aanwinsten,,p. 56; nr. 164,Vork,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
A65.02.078.0-2,http://stamgent.be/collectie/work/id/A65_02_078_0-2,Belgische zilvermerken = Poinçons d' argenterie Belges,http://openlibrary.org/works/OL5421678W,p. 17; nr. 3048,Dessertcouvert,,,,Stuyck, R.,STAM - Stadsmuseum Gent,https://creativecommons.org/publicdomain/zero/1.0/;;;;;;;;;;;;;
,,25 jaar aanwinsten,,p. 58; nr. 171,,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
A65.02.089.1-7.3-3,http://stamgent.be/collectie/work/id/A65_02_089_1-7_3-3,25 jaar aanwinsten,,p. 51; nr. 145,Zakdoek,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
,,Textilia. Kostuums en accessoires uit eigen bezit,http://openlibrary.org/works/OL15777613W,p. 103; nr. 240,,,,,Van den Kerkhove, André,STAM - Stadsmuseum Gent,https://creativecommons.org/publicdomain/zero/1.0/;;;;;;;;;;;;;
A67.2.14.d,http://stamgent.be/collectie/work/id/A67_2_14_d,Textilia. Kostuums en accessoires uit eigen bezit,http://openlibrary.org/works/OL15777613W,p. 97; nr. 215,Dameskraag,,,,Van den Kerkhove, André,STAM - Stadsmuseum Gent,https://creativecommons.org/publicdomain/zero/1.0/;;;;;;;;;;;;;
,,25 jaar aanwinsten,,p. 76; nr. 248,,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
"A67.2.26,,25 jaar aanwinsten,,""nr. 232, p. 72"",Prijspenning tentoonstelling van de Société Agriculture et Botanique,,,,Van den Kerkhove, André,,";;;;;;;;;;;;;;
,,médailles Gantoises Modernes 1792-1892 (fotocopie),,p. 39-80-86-104-144-159-221-263,,,,,Claeys, Prosper,,;;;;;;;;;;;;;;
A65.08.0-51,,Oude Straatnamen van Gent 1982,,p.,Scherven van middeleeuws aardewerk,,,,Haerens, Karel,,;;;;;;;;;;;;;;
,,25 jaar aanwinsten,,p. 63; nr. 193,,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
"A65.02.001,,25 jaar aanwinsten,,""p. 23, nr.37"",Gezicht op een gedeelte van het oude Sint-Pietersplein te Gent,,,,Van den Kerkhove, André,,";;;;;;;;;;;;;;
"A65.02.009,,Allgemeines lexikon der bildenden Künstler von der Antike bis zur Gegenwart... unter Mitwirkung von... Fachgelehrten....(van Band 1-37),,""dl.XXXIV, p.226-227"",Portret van een jongen,,,,Thieme, Ulrich,,";;;;;;;;;;;;;;
",,25 jaar aanwinsten,,""p.24, nr.39"",,,,,Van den Kerkhove, André,,";;;;;;;;;;;;;;
A67.2.14.q,,25 jaar aanwinsten,,p. 79; nr. 268,Strook borduurkant,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
A65.03.07-15,http://stamgent.be/collectie/work/id/A65_03_07-15,Textilia. Kostuums en accessoires uit eigen bezit,http://openlibrary.org/works/OL15777613W,p. 111; nr. 267,Vouwwaaier,,,,Van den Kerkhove, André,STAM - Stadsmuseum Gent,https://creativecommons.org/publicdomain/zero/1.0/;;;;;;;;;;;;;
,,25 jaar aanwinsten,,p. 62; nr. 186,,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
"A65.02.128.3-3,,""Imaginair museum Hugo Van Der Goes. : Stad Gent, Stadhuis, 17 juli - 25 juli 1982.Museum voor Schone Kunsten, 18 december 1982 - 6 februari 1983"",,""p.59-60, afb pg.59, nr.13"",De schilder Hugo van der Goes in het Rode Klooster,,,,4425/,,,";;;;;;;;;;;;;;
",,25 jaar aanwinsten,,""pg.29, nr. 54"",,,,,Van den Kerkhove, André,,";;;;;;;;;;;;;;
A65.02.089.2-7,,25 jaar aanwinsten,,p. 60; nr. 175,Doosje,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
A65.02.089.6-7,,25 jaar aanwinsten,,p. 51; nr. 148,Sierspeld,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
A72.1.0-2,,25 jaar aanwinsten,,p. 94; nr 319,Pistool,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
,,Slagen en verwondingen: van knots tot geweer. De wapencollectie in het Gravensteen,,p. 33,,,,,Derom, Sophie,,;;;;;;;;;;;;;;
A65.14,,25 jaar aanwinsten,,p. 65; nr. 200,Avondgezicht op de Lindelei te Gent,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
A65.13.1-2,,25 jaar aanwinsten,,p. 64; nr. 198,Brief van Jean De Winter,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
A65.02.068.0-2,,25 jaar aanwinsten,,p. 55; nr. 161,Paar Tafelkandelaars,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
"A65.02.093-1.0-2,,25 jaar aanwinsten,,""p.36, nr.84"",Twee schoteltjes,,,,Van den Kerkhove, André,,";;;;;;;;;;;;;;
"A65.02.043.6-29,,25 jaar aanwinsten,,""p.38, nr.94"",bord,,,,Van den Kerkhove, André,,";;;;;;;;;;;;;;
A67.2.14.b.2-4,,25 jaar aanwinsten,,p. 77; nr. 253,Mechelse kloskant,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
A67.2.17,http://stamgent.be/collectie/work/id/A67_2_17,Textilia. Kostuums en accessoires uit eigen bezit,http://openlibrary.org/works/OL15777613W,p. 109; nr. 265,Vouwwaaier,,,,Van den Kerkhove, André,STAM - Stadsmuseum Gent,https://creativecommons.org/publicdomain/zero/1.0/;;;;;;;;;;;;;
,,25 jaar aanwinsten,,p. 80; nr. 276,,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
V.A73.3.6,,25 jaar aanwinsten,,p. 110; nr. 377,Logejuweel,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
"A67.2.50,,25 jaar aanwinsten,,""nr. 227, p.71"",""Draagpenning van de Burgerwacht, 1830"",,,""J.L. GUIOTH, Histoire numismatique de la révolution belge, ou description raisonnée des médailles, des jetons et des monnaies qui ont été frappés depuis le commencement de cette révolution jusqu'à ce jour, p. 20-21, nr. XVI, pl. 2."",Van den Kerkhove, André,,";;;;;;;;;;;;;;
"A65.02.144.1-11,,25 jaar aanwinsten,,""Nr. 125, p. 46"",""Gedenkpenning Feestzitting van de Raad van Vlaanderen te Gent, 1790"",,,""A. DE WITTE, Le Graveur Théodore-Victor Van Berckel, Essai d’un catalogue de son œuvre, nr. 120, p. 148-149."",Van den Kerkhove, André,,";;;;;;;;;;;;;;
A67.2.16,,25 jaar aanwinsten,,p. 80; nr. 275,Vouwwaaier,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
A65.02.111,,25 jaar aanwinsten,,p. 52; nr. 151,Uurwerk,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
A66.2.3-3,,25 jaar aanwinsten,,p. 66;" nr 204,""Culturele overeenkomst tussen Toledo en Gent, 1966"",,,""Verslag over het bestuur en de toestand der Stad Gent in 1966, Gent, 1967, p.268"",Van den Kerkhove, André,,";;;;;;;;;;;;;
"A65.02.093-8,,25 jaar aanwinsten,,""p.39, nr.97"",Kommetje,,,,Van den Kerkhove, André,,";;;;;;;;;;;;;;
"A65.02.012,,25 jaar aanwinsten,,""p. 29, nr. 55"",Meisje in een landschap,en-GB,1,,Van den Kerkhove, André,,";;;;;;;;;;;;;;
A65.02.035,,25 jaar aanwinsten,,p. 52; nr. 153,Kandelaar,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
A72.3.3.1-16,,25 jaar aanwinsten,,p. 103; nr. 364,Theekan,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
"A65.02.006,,Catalogus van de schilderijen. : Stad Gent - Oudheidkundig Museum - Abdij van de Bijloke.,,""p. 231, nr. 200"",Portret van Joan D'Huyvetter,,,,De Schryver, A.,,";;;;;;;;;;;;;;
",,25 jaar aanwinsten,,""p. 13, nr. 7"",,,,,Van den Kerkhove, André,,";;;;;;;;;;;;;;
A67.2.14.p.2-2,,25 jaar aanwinsten,,p. 76; nr. 246,Brusselse applicatiekloskant,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
"A65.02.086,,25 jaar aanwinsten,,""p. 51, nr. 149"",Etui met persoonlijk gereedschap,,,,Van den Kerkhove, André,,";;;;;;;;;;;;;;
,,,,,Necessaire,,,,,,,;;;;;;;;;;;;;;
A72.2.05,,Allgemeines lexikon der bildenden Künstler von der Antike bis zur Gegenwart... unter Mitwirkung von... Fachgelehrten....(van Band 1-37),,dl. 9; p. 194,Portret van Joan d'Huyvetter,,,,Thieme, Ulrich,,;;;;;;;;;;;;;
,,25 jaar aanwinsten,,p. 99; nr. 340,,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
"N.00097.0-2,http://stamgent.be/collectie/work/id/N_00097_0-2,Gentse penningen 1780 - 1980.,http://openlibrary.org/works/OL1525332M,""p. 78, nr. C20.2"",""Gedenkpenning van het bezoek van de Koninklijke familie aan Gent, 1856"",,,,Eloy, A.,STAM - Stadsmuseum Gent,https://creativecommons.org/publicdomain/zero/1.0/";;;;;;;;;;;;;;
,,Médailles Gantoises Modernes 1792-1892,,p. 233-234,,,,,Claeys, P.,,;;;;;;;;;;;;;;
",,25 jaar aanwinsten,,""p. 73, nr. 238"",,,,,Van den Kerkhove, André,,";;;;;;;;;;;;;;
"A67.2.28,http://stamgent.be/collectie/work/id/A67_2_28,25 jaar aanwinsten,,""Nr. 238, p^. 73"",""Gedenkpenning Koninklijk bezoek te Gent voor het zilveren ambtsjubileum van de koning, 1856"",,,,Van den Kerkhove, André,,";;;;;;;;;;;;;;
",,Gentse penningen 1780 - 1980.,http://openlibrary.org/works/OL1525332M,""nr. C20.2, p. 78"",,,,,Eloy, A.,STAM - Stadsmuseum Gent,https://creativecommons.org/publicdomain/zero/1.0/";;;;;;;;;;;;;;
,,Médailles Gantoises Modernes 1792-1892,,p. 233-234,,,,,Claeys, P.,,;;;;;;;;;;;;;;
A67.2.06.1-2,,25 jaar aanwinsten,,p. 78; nr. 260,Guipure van Le Puy-en-Velay,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
A65.02.069.2-2,,25 jaar aanwinsten,,p. 56; nr. 163,Peperstrooier,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
A65.02.076.10-16,,25 jaar aanwinsten,,p. 56; nr. 164,Lepel,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
A67.2.14.i,,25 jaar aanwinsten,,p. 79; nr. 265,Vlinder,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
A73.1,,25 jaar aanwinsten,,p. 107; nr. 370,Portret van Louis Joseph Nicaise,,,Zie dossier op naam De Meyer A.,Van den Kerkhove, André,,;;;;;;;;;;;;;
",,,,,,,,""Verslag van de vergadring van de Toezichtscommissie voor Oudheidkundige Musea en Historische Monumenten, zitting 26 januari 1973, vermelding van het aanbod van het miniatuurportret door bemiddeling van Commissielid A. De Meyer"",,,,";;;;;;;;;;;;;;
"A67.2.27,,25 jaar aanwinsten,,""nr. 233, p. 72"",""Erepenning aan Baron Chassé, bevelhebber van de Citadel van Antwerpen, 1832"",,,""J.L. GUIOTH, Histoire numismatique de la révolution belge, ou description raisonnée des médailles, des jetons et des monnaies qui ont été frappés depuis le commencement de cette révolution jusqu'à ce jour, nr. 160, p. 147, Pl. XIX."",Van den Kerkhove, André,,";;;;;;;;;;;;;;
A72.2.08,,25 jaar aanwinsten,,p. 103; nr. 356,Kruisafname,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
"A65.01.1.1-2,,25 jaar aanwinsten,,""p.9, nr.1"",Vaas,,,,Van den Kerkhove, André,,";;;;;;;;;;;;;;
"A65.02.048,,Catalogus van de schilderijen. : Stad Gent - Oudheidkundig Museum - Abdij van de Bijloke.,,""p. 180, nr. 135"",Rund met grote horens,,,,De Schryver, A.,,";;;;;;;;;;;;;;
",,25 jaar aanwinsten,,""p.16, nr.17"",,,,,Van den Kerkhove, André,,";;;;;;;;;;;;;;
"A67.2.36,,25 jaar aanwinsten,,""nr. 235, p. 73"",""Beloningspenning voor de verzekeringen AG, (1838)"",,,""J.L. GUIOTH, Histoire numismatique de la révolution belge, ou description raissonnée des médailles, des jetons et des monnaies qui ont été frappés depuis le commencement de cette révolution jusqu'à ce jour, p. 241, nr. CCLIII, pl. 34."",Van den Kerkhove, André,,";;;;;;;;;;;;;;
A72.2.44.0-2,,25 jaar aanwinsten,,p. 101; nr. 347,Ronde siervaas,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
"A65.02.093-2,,25 jaar aanwinsten,,""p.36, nr.84"",kopje,,,,Van den Kerkhove, André,,";;;;;;;;;;;;;;
A65.02.051,,25 jaar aanwinsten,,p. 52; nr. 152,Uurwerk,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
"A65.02.043.3-29,,25 jaar aanwinsten,,""p.38, nr.92.3"",melkkan,,,,Van den Kerkhove, André,,";;;;;;;;;;;;;;
A71.1,,25 jaar aanwinsten,,p. 93;" nr. 315,Trappaal afkomstig uit een woning in Geraardsbergen,,,""Verslagen der zittingen van de museumcommissie 1947 - 1969, f°108v,109r. en 110r.."",Van den Kerkhove, André,,";;;;;;;;;;;;;
,,,,,,,,Zie dossier op naam Miszewski S.,,,,;;;;;;;;;;;;;;
A65.02.067.2-2,,25 jaar aanwinsten,,p. 55; nr. 160,Sauskom,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
A65.02.076.11-16,,25 jaar aanwinsten,,p. 56; nr. 164,Lepel,,,,Van den Kerkhove, André,,;;;;;;;;;;;;;
